HashInfo
"['#PMCO', '#PMCO', '#PMCO2019', '#PUBGMOBILE', '#PMCO', '#PubgM', '#Vivo', '#PMCO2019']"
"['#PanipatTrailer', '#Panipat']"
"['#Ajnabee', '#BhuvanBam', '#BBoriginal']"
